country,house_style,climate_zone,plot_length_ft,plot_width_ft,num_floors,floor_height_ft,num_bedrooms,num_bathrooms,num_living_rooms,has_kitchen,has_dining,has_garage,has_garden,has_balcony,has_basement,has_swimming_pool,wall_material,roof_type,floor_material,num_windows,num_doors,window_type,quality_grade,year_built,furniture_included,furniture_style,plot_area_sqft,plot_area_cents,building_footprint,total_built_area,total_rooms,construction_cost_usd,construction_days,cost_per_sqft
Italy,Colonial,Tropical,60.6,62.7,1,9,4,4,1,1,1,1,0,1,0,1,AAC Block,Hip,Ceramic Tile,20,15,Single Hung,Standard,2009,0,Traditional,3799.6200000000003,8.72,2478.0,2478.0,12,546916.0,184,220.71
USA,Mediterranean,Mediterranean,112.8,72.7,2,10,4,2,1,1,1,1,1,0,0,0,Red Brick,Gable,Hardwood,25,19,Single Hung,Premium,1964,1,Minimalist,8200.56,18.83,5670.0,11340.0,10,2755958.0,441,243.03
Italy,Traditional,Continental,108.5,29.2,2,11,6,2,1,1,1,1,1,1,0,0,AAC Block,Gable,Vinyl,15,14,Sliding,Luxury,2017,1,Minimalist,3168.2,7.27,2159.0,4318.0,12,1957531.0,238,453.34
Australia,Victorian,Mediterranean,95.0,44.7,1,10,4,2,1,1,1,1,1,0,1,0,Stone,Gable,Marble,29,12,Double Hung,Economy,1979,0,Modern,4246.5,9.75,2722.0,2722.0,10,561646.0,169,206.34
Canada,Colonial,Mediterranean,72.3,104.1,2,10,4,1,2,1,0,0,0,1,1,1,Stone,Hip,Ceramic Tile,15,9,Double Hung,Economy,1966,1,Contemporary,7526.429999999999,17.28,3909.0,7818.0,8,1446791.0,367,185.06
UK,Traditional,Temperate,132.1,70.4,3,11,2,5,1,1,1,1,0,1,0,0,AAC Block,Shed,Vinyl,15,9,Casement,Standard,1977,1,Traditional,9299.84,21.35,5526.0,16578.0,11,3984551.0,612,240.35
USA,Victorian,Arid,115.2,46.9,1,10,5,3,2,1,1,1,1,1,0,0,AAC Block,Flat,Ceramic Tile,23,13,Sliding,Premium,1987,1,Contemporary,5402.88,12.4,3469.0,3469.0,13,948483.0,189,273.42
France,Colonial,Mediterranean,62.6,60.0,1,10,4,3,2,1,0,1,0,1,1,1,AAC Block,Hip,Laminate,12,18,Floor to Ceiling,Luxury,1969,1,Traditional,3756.0,8.62,1990.0,1990.0,11,976045.0,171,490.47
Canada,Modern,Temperate,90.2,52.1,3,9,3,4,2,1,1,1,1,1,0,0,Concrete Block,Gable,Ceramic Tile,21,18,Floor to Ceiling,Economy,1994,0,Minimalist,4699.42,10.79,2180.0,6540.0,12,718677.0,309,109.89
France,Cottage,Continental,48.8,77.8,1,9,4,2,1,1,0,1,0,1,1,1,Concrete Block,Gable,Laminate,10,6,Single Hung,Standard,1985,0,Minimalist,3796.6399999999994,8.72,1921.0,1921.0,9,427968.0,173,222.78
USA,Modern,Continental,69.5,29.9,2,11,4,2,1,1,1,1,0,0,0,0,Concrete Block,Flat,Vinyl,20,11,Casement,Standard,2015,1,Contemporary,2078.0499999999997,4.77,1005.0,2010.0,10,296832.0,158,147.68
Spain,Mediterranean,Temperate,149.7,46.4,2,10,3,3,1,1,1,0,0,1,0,1,Concrete Block,Flat,Laminate,26,16,Double Hung,Standard,1964,0,Traditional,6946.079999999999,15.95,3559.0,7118.0,9,785378.0,340,110.34
Spain,Traditional,Mediterranean,56.9,58.7,1,9,3,2,1,1,1,0,0,1,0,0,Red Brick,Shed,Marble,24,15,Casement,Premium,2015,0,Minimalist,3340.03,7.67,2210.0,2210.0,8,402192.0,150,181.99
Australia,Victorian,Mediterranean,113.8,113.2,1,10,4,1,2,1,1,1,0,1,1,0,Red Brick,Hip,Vinyl,22,17,Single Hung,Standard,1976,1,Traditional,12882.16,29.57,8589.0,8589.0,10,1483697.0,351,172.74
Spain,Minimalist,Arid,58.6,84.2,2,9,3,4,1,1,0,1,0,0,1,1,AAC Block,Hip,Ceramic Tile,14,5,Single Hung,Economy,2023,0,Minimalist,4934.12,11.33,3380.0,6760.0,10,846415.0,335,125.21
Canada,Colonial,Arid,142.6,72.9,1,11,5,2,1,1,1,1,0,1,1,1,Concrete Block,Flat,Ceramic Tile,21,18,Double Hung,Economy,2009,0,Traditional,10395.54,23.86,4425.0,4425.0,11,553679.0,259,125.13
Australia,Minimalist,Continental,67.2,43.1,3,9,2,1,2,1,1,1,1,1,1,1,Concrete Block,Flat,Marble,28,18,Double Hung,Standard,1965,1,Traditional,2896.32,6.65,1168.0,3504.0,8,766189.0,265,218.66
USA,Colonial,Arid,71.6,78.0,2,9,4,3,1,1,1,1,1,1,0,0,AAC Block,Gable,Marble,14,10,Sliding,Standard,1996,0,Modern,5584.799999999999,12.82,2291.0,4582.0,11,841607.0,231,183.68
India,Mediterranean,Temperate,101.3,113.3,1,10,3,4,1,1,0,1,1,1,1,0,Concrete Block,Flat,Ceramic Tile,9,19,Single Hung,Economy,1960,0,Modern,11477.289999999999,26.35,7427.0,7427.0,10,213114.0,308,28.69
USA,Minimalist,Continental,100.6,78.8,1,10,2,2,1,1,1,0,1,0,0,1,Concrete Block,Mansard,Marble,20,5,Floor to Ceiling,Standard,1980,1,Rustic,7927.279999999999,18.2,4436.0,4436.0,7,627655.0,246,141.49
India,Victorian,Mediterranean,99.5,40.7,2,11,4,3,1,1,1,1,0,1,0,0,Wood Frame,Gable,Ceramic Tile,23,7,Floor to Ceiling,Economy,1980,1,Modern,4049.65,9.3,2659.0,5318.0,11,260689.0,254,49.02
India,Ranch,Continental,98.8,119.7,2,9,3,2,2,1,1,0,1,0,0,0,Red Brick,Hip,Ceramic Tile,14,11,Casement,Luxury,1965,1,Contemporary,11826.36,27.15,7648.0,15296.0,9,1465018.0,554,95.78
USA,Modern,Tropical,67.5,72.4,2,10,4,4,2,1,1,1,1,0,1,0,Red Brick,Flat,Ceramic Tile,6,19,Sliding,Standard,1967,0,Modern,4887.0,11.22,2900.0,5800.0,13,816096.0,296,140.71
UK,Victorian,Continental,82.1,55.4,1,10,3,3,1,1,1,1,1,1,0,0,Wood Frame,Shed,Laminate,24,17,Sliding,Standard,2009,1,Minimalist,4548.339999999999,10.44,2534.0,2534.0,10,523320.0,153,206.52
USA,Contemporary,Arid,101.2,72.8,2,11,5,3,1,1,0,0,0,1,0,0,Red Brick,Gable,Marble,10,19,Single Hung,Economy,1984,0,Minimalist,7367.36,16.91,4682.0,9364.0,10,1099923.0,374,117.46
Spain,Craftsman,Temperate,110.6,50.1,3,10,2,3,1,1,1,1,1,1,0,0,Steel Frame,Flat,Laminate,9,7,Casement,Premium,1969,0,Modern,5541.0599999999995,12.72,3494.0,10482.0,9,2607230.0,434,248.73
Germany,Mediterranean,Mediterranean,60.4,27.9,2,10,3,5,1,1,1,1,0,0,1,0,Concrete Block,Shed,Vinyl,27,17,Floor to Ceiling,Economy,1977,1,Rustic,1685.1599999999999,3.87,1099.0,2198.0,12,355985.0,188,161.96
USA,Cottage,Mediterranean,114.2,109.5,1,10,4,2,1,1,1,1,0,0,0,0,AAC Block,Gable,Vinyl,9,16,Floor to Ceiling,Standard,2007,1,Minimalist,12504.9,28.71,8722.0,8722.0,10,1484924.0,340,170.25
Italy,Colonial,Arid,140.8,65.7,3,10,6,4,1,1,1,0,1,1,1,0,Concrete Block,Flat,Marble,20,19,Floor to Ceiling,Premium,2012,1,Contemporary,9250.560000000001,21.24,4533.0,13599.0,13,2957837.0,540,217.5
Japan,Victorian,Arid,121.0,96.5,1,10,5,3,1,1,1,0,1,0,0,0,Concrete Block,Flat,Hardwood,12,10,Double Hung,Luxury,1997,1,Contemporary,11676.5,26.81,6073.0,6073.0,11,2150796.0,271,354.16
UK,Minimalist,Arid,40.1,117.3,2,10,3,3,1,1,1,1,0,0,0,1,AAC Block,Mansard,Laminate,16,17,Single Hung,Standard,1961,0,Minimalist,4703.7300000000005,10.8,2974.0,5948.0,10,1073134.0,305,180.42
USA,Craftsman,Tropical,86.3,85.1,3,9,3,4,2,1,1,1,1,0,0,0,Stone,Mansard,Marble,23,10,Casement,Economy,2024,0,Minimalist,7344.129999999999,16.86,3822.0,11466.0,12,2095834.0,464,182.79
India,Ranch,Temperate,82.2,90.7,2,9,4,2,1,1,1,1,0,1,1,0,AAC Block,Flat,Granite,17,5,Single Hung,Standard,2001,1,Traditional,7455.540000000001,17.12,5176.0,10352.0,10,745483.0,422,72.01
Spain,Contemporary,Tropical,70.4,114.6,2,9,5,4,2,1,1,1,0,0,0,0,Red Brick,Hip,Vinyl,29,19,Floor to Ceiling,Standard,2001,1,Rustic,8067.84,18.52,3495.0,6990.0,14,963934.0,316,137.9
France,Minimalist,Arid,89.0,74.1,3,12,3,3,2,1,1,1,1,1,1,0,Concrete Block,Gable,Ceramic Tile,29,17,Double Hung,Premium,1991,1,Minimalist,6594.9,15.14,3658.0,10974.0,11,3061515.0,466,278.98
USA,Modern,Temperate,82.8,55.4,2,12,3,2,1,1,1,1,1,0,0,0,Red Brick,Mansard,Laminate,8,5,Single Hung,Premium,1975,1,Contemporary,4587.12,10.53,2028.0,4056.0,9,999242.0,217,246.36
USA,Ranch,Arid,30.7,112.5,1,10,1,4,1,1,1,1,1,0,0,0,Stone,Shed,Granite,28,9,Double Hung,Standard,1981,0,Traditional,3453.75,7.93,1733.0,1733.0,9,384527.0,133,221.89
India,Craftsman,Temperate,58.4,31.6,2,9,3,1,2,1,1,0,0,1,0,0,Wood Frame,Gable,Ceramic Tile,11,14,Floor to Ceiling,Premium,2018,0,Traditional,1845.44,4.24,818.0,1636.0,8,81195.0,147,49.63
UK,Traditional,Mediterranean,55.7,45.4,2,10,2,3,1,1,1,1,1,0,0,0,Concrete Block,Mansard,Hardwood,14,7,Single Hung,Standard,1974,1,Traditional,2528.78,5.81,1573.0,3146.0,9,608855.0,203,193.53
USA,Traditional,Tropical,71.9,57.4,2,11,2,1,1,1,1,1,0,1,0,0,Steel Frame,Gable,Ceramic Tile,21,15,Casement,Luxury,1990,0,Minimalist,4127.06,9.47,2257.0,4514.0,7,1626164.0,230,360.25
UK,Craftsman,Arid,50.9,99.3,1,11,4,1,1,1,1,1,1,0,1,0,Wood Frame,Mansard,Hardwood,10,6,Single Hung,Standard,1971,0,Minimalist,5054.37,11.6,2063.0,2063.0,9,380465.0,152,184.42
Spain,Traditional,Arid,38.1,110.9,3,10,3,2,1,1,0,1,1,0,0,0,Red Brick,Gable,Hardwood,26,12,Single Hung,Economy,1979,1,Minimalist,4225.29,9.7,2525.0,7575.0,8,904783.0,343,119.44
Germany,Mediterranean,Continental,53.6,67.9,1,10,5,4,1,1,1,1,1,1,1,0,Red Brick,Mansard,Ceramic Tile,10,11,Double Hung,Standard,2003,0,Traditional,3639.4400000000005,8.36,2080.0,2080.0,13,443846.0,162,213.39
India,Victorian,Mediterranean,132.5,52.2,2,10,4,3,1,1,1,1,1,1,0,0,Wood Frame,Gable,Hardwood,14,12,Floor to Ceiling,Standard,2009,0,Traditional,6916.5,15.88,3952.0,7904.0,11,309623.0,347,39.17
Germany,Colonial,Arid,125.6,58.6,3,9,3,2,1,1,1,1,1,1,0,0,Red Brick,Mansard,Granite,22,10,Sliding,Standard,2005,1,Traditional,7360.16,16.9,3958.0,11874.0,9,2698428.0,468,227.26
UK,Victorian,Tropical,83.1,87.4,2,9,4,2,1,1,1,1,0,1,0,0,Steel Frame,Hip,Granite,28,16,Casement,Premium,2023,0,Minimalist,7262.94,16.67,3280.0,6560.0,10,2194463.0,299,334.52
India,Contemporary,Mediterranean,135.3,40.0,1,10,5,4,1,1,1,1,1,1,1,0,AAC Block,Flat,Marble,27,18,Casement,Economy,2015,1,Modern,5412.0,12.42,3746.0,3746.0,13,264423.0,212,70.59
USA,Victorian,Arid,57.9,77.0,3,11,3,3,2,1,1,1,1,0,0,0,Concrete Block,Mansard,Laminate,13,12,Single Hung,Economy,1968,0,Modern,4458.3,10.23,2543.0,7629.0,11,774460.0,353,101.52
Australia,Victorian,Tropical,100.1,80.9,1,11,4,1,1,1,1,0,1,0,0,0,Red Brick,Hip,Vinyl,22,8,Sliding,Economy,1962,0,Contemporary,8098.09,18.59,3838.0,3838.0,8,476799.0,204,124.23
Italy,Modern,Continental,47.2,92.2,1,12,3,4,2,1,1,0,1,1,1,0,AAC Block,Mansard,Laminate,19,13,Single Hung,Standard,2020,0,Traditional,4351.84,9.99,1757.0,1757.0,11,400088.0,142,227.71
Australia,Colonial,Continental,130.0,82.4,1,11,3,3,1,1,1,0,1,0,1,0,Red Brick,Flat,Granite,9,18,Floor to Ceiling,Economy,1977,1,Contemporary,10712.0,24.59,6746.0,6746.0,9,931141.0,293,138.03
UK,Victorian,Tropical,45.7,34.2,2,10,4,2,2,1,1,1,1,1,1,0,Concrete Block,Gable,Granite,11,9,Single Hung,Premium,1996,1,Contemporary,1562.9400000000003,3.59,1022.0,2044.0,11,599254.0,174,293.18
Australia,Colonial,Mediterranean,33.8,90.4,2,9,4,3,1,1,1,1,1,1,0,0,Steel Frame,Gable,Marble,22,7,Sliding,Premium,2016,0,Minimalist,3055.52,7.01,1976.0,3952.0,11,1067262.0,220,270.06
USA,Cottage,Tropical,62.8,27.1,1,10,4,3,1,1,0,0,1,0,0,0,Wood Frame,Mansard,Ceramic Tile,6,7,Casement,Luxury,1965,1,Minimalist,1701.88,3.91,793.0,793.0,9,244635.0,111,308.49
Canada,Traditional,Tropical,138.1,62.1,3,10,6,2,1,1,1,0,0,1,0,0,Wood Frame,Mansard,Vinyl,23,8,Casement,Luxury,1960,0,Minimalist,8576.01,19.69,5667.0,17001.0,11,4820868.0,629,283.56
India,Minimalist,Continental,45.5,64.6,1,11,5,3,1,1,1,1,1,1,1,0,Red Brick,Flat,Ceramic Tile,24,13,Casement,Standard,1973,1,Contemporary,2939.2999999999997,6.75,1515.0,1515.0,12,135792.0,140,89.63
India,Modern,Continental,69.7,36.1,1,9,5,3,1,1,1,1,1,0,1,0,Concrete Block,Mansard,Laminate,26,15,Single Hung,Premium,2019,0,Rustic,2516.17,5.78,1535.0,1535.0,12,125056.0,132,81.47
Japan,Traditional,Continental,68.0,25.9,2,12,4,5,1,1,1,0,1,1,0,0,Steel Frame,Flat,Hardwood,12,7,Casement,Premium,2017,0,Traditional,1761.1999999999998,4.04,882.0,1764.0,12,724859.0,159,410.92
Australia,Colonial,Arid,126.2,31.8,2,12,2,2,1,1,1,1,1,1,1,0,AAC Block,Flat,Ceramic Tile,15,15,Casement,Premium,1978,1,Modern,4013.1600000000003,9.21,2774.0,5548.0,8,1569227.0,286,282.85
USA,Traditional,Arid,80.6,67.4,2,9,4,3,1,1,1,1,1,0,0,1,Red Brick,Hip,Ceramic Tile,21,15,Casement,Economy,1979,1,Rustic,5432.4400000000005,12.47,2999.0,5998.0,11,651604.0,304,108.64
France,Victorian,Temperate,103.4,47.8,1,10,3,2,1,1,1,0,1,1,0,0,Concrete Block,Hip,Granite,24,17,Double Hung,Standard,1976,0,Modern,4942.5199999999995,11.35,3148.0,3148.0,8,441374.0,181,140.21
USA,Minimalist,Arid,78.5,31.6,2,11,1,2,1,1,1,1,1,1,1,0,Red Brick,Gable,Ceramic Tile,15,9,Casement,Standard,1982,1,Modern,2480.6,5.69,1600.0,3200.0,7,607810.0,203,189.94
France,Victorian,Mediterranean,96.2,49.4,2,9,2,3,2,1,1,1,1,0,1,0,Red Brick,Flat,Hardwood,8,18,Double Hung,Standard,1961,0,Rustic,4752.28,10.91,2544.0,5088.0,10,1060839.0,259,208.5
Canada,Contemporary,Mediterranean,37.5,75.2,1,10,4,3,2,1,0,1,1,1,1,0,Stone,Gable,Hardwood,8,11,Casement,Standard,1992,0,Rustic,2820.0,6.47,1705.0,1705.0,11,406312.0,153,238.31
Spain,Victorian,Continental,74.9,95.5,1,11,4,3,1,1,1,1,0,1,1,0,AAC Block,Hip,Ceramic Tile,17,19,Floor to Ceiling,Standard,2018,1,Minimalist,7152.950000000001,16.42,3031.0,3031.0,11,575013.0,193,189.71
Japan,Minimalist,Tropical,132.6,64.1,1,10,6,2,1,1,1,1,1,1,0,0,Red Brick,Hip,Hardwood,24,18,Casement,Standard,1990,1,Traditional,8499.659999999998,19.51,5519.0,5519.0,12,1365620.0,254,247.44
Japan,Ranch,Continental,112.9,83.2,2,9,5,4,1,1,1,1,1,1,1,0,Red Brick,Hip,Laminate,24,7,Sliding,Premium,2015,1,Traditional,9393.28,21.56,5566.0,11132.0,13,3464502.0,446,311.22
USA,Cottage,Tropical,147.8,81.7,2,10,4,3,1,1,1,0,1,0,1,0,Red Brick,Flat,Ceramic Tile,26,15,Single Hung,Standard,1981,1,Rustic,12075.260000000002,27.72,6980.0,13960.0,10,2699484.0,535,193.37
Spain,Colonial,Continental,124.6,110.1,1,10,2,3,1,1,1,1,0,1,0,1,AAC Block,Mansard,Hardwood,24,11,Casement,Luxury,1988,1,Rustic,13718.46,31.49,8920.0,8920.0,9,3111848.0,381,348.86
UK,Cottage,Continental,84.2,42.0,1,10,3,2,2,1,1,1,0,1,1,0,AAC Block,Gable,Hardwood,16,8,Floor to Ceiling,Standard,1977,0,Contemporary,3536.4,8.12,1910.0,1910.0,10,397433.0,152,208.08
India,Contemporary,Mediterranean,111.2,70.3,1,9,3,2,1,1,0,1,1,0,0,1,Red Brick,Gable,Hardwood,8,7,Double Hung,Premium,1974,0,Contemporary,7817.36,17.95,4618.0,4618.0,8,298805.0,235,64.7
UK,Cottage,Tropical,123.1,85.0,2,10,3,2,2,1,0,1,0,0,1,0,Concrete Block,Flat,Vinyl,21,18,Sliding,Standard,1973,0,Modern,10463.5,24.02,6744.0,13488.0,9,2239008.0,516,166.0
USA,Traditional,Temperate,62.4,74.4,1,10,5,4,1,1,1,1,0,1,1,0,Red Brick,Flat,Ceramic Tile,28,8,Casement,Standard,1990,1,Traditional,4642.56,10.66,2785.0,2785.0,13,481792.0,176,173.0
Australia,Craftsman,Temperate,37.2,67.8,1,10,5,2,2,1,0,1,1,1,0,0,Red Brick,Flat,Ceramic Tile,11,11,Single Hung,Premium,1960,1,Rustic,2522.1600000000003,5.79,1403.0,1403.0,11,414639.0,115,295.54
USA,Modern,Continental,78.7,117.5,1,11,2,3,1,1,0,0,0,0,0,0,Concrete Block,Flat,Marble,6,11,Single Hung,Standard,1986,0,Minimalist,9247.25,21.23,5877.0,5877.0,7,740378.0,253,125.98
France,Minimalist,Continental,47.4,114.5,2,10,3,3,1,1,0,1,1,1,0,0,Concrete Block,Flat,Granite,13,6,Casement,Standard,1972,1,Contemporary,5427.3,12.46,3020.0,6040.0,9,1220328.0,288,202.04
UK,Modern,Mediterranean,63.3,83.1,2,10,4,1,2,1,0,1,0,0,1,0,Red Brick,Flat,Hardwood,19,17,Single Hung,Premium,1977,1,Minimalist,5260.23,12.08,3033.0,6066.0,9,1615577.0,294,266.33
USA,Minimalist,Tropical,143.6,66.8,2,10,3,3,1,1,1,1,0,1,1,1,Concrete Block,Gable,Vinyl,10,12,Casement,Luxury,2015,0,Modern,9592.48,22.02,5339.0,10678.0,10,2520121.0,454,236.01
India,Colonial,Continental,131.6,96.8,1,12,5,3,1,1,1,0,1,1,1,0,AAC Block,Gable,Laminate,28,12,Single Hung,Economy,2017,1,Contemporary,12738.88,29.24,7523.0,7523.0,11,406346.0,322,54.01
USA,Cottage,Temperate,101.1,73.7,2,10,3,3,1,1,0,1,0,1,0,0,AAC Block,Flat,Hardwood,18,19,Single Hung,Premium,2005,1,Rustic,7451.07,17.11,3970.0,7940.0,9,1977924.0,332,249.11
UK,Colonial,Tropical,78.2,119.6,1,10,3,1,1,1,1,1,1,1,0,0,Red Brick,Hip,Ceramic Tile,20,6,Floor to Ceiling,Economy,1981,1,Traditional,9352.72,21.47,4465.0,4465.0,8,754828.0,224,169.05
France,Victorian,Continental,61.7,90.2,1,10,4,4,2,1,1,1,0,0,0,0,Red Brick,Flat,Ceramic Tile,28,13,Sliding,Standard,1987,0,Modern,5565.34,12.78,2909.0,2909.0,13,607199.0,173,208.73
USA,Victorian,Tropical,98.6,31.5,2,10,3,3,2,1,1,1,1,1,0,0,Steel Frame,Hip,Hardwood,28,11,Double Hung,Standard,2020,1,Modern,3105.8999999999996,7.13,1994.0,3988.0,11,827915.0,227,207.6
Canada,Modern,Mediterranean,94.0,63.2,2,10,6,3,2,1,1,0,0,1,0,0,Stone,Mansard,Vinyl,19,15,Floor to Ceiling,Economy,1982,0,Contemporary,5940.8,13.64,2600.0,5200.0,13,774464.0,257,148.94
USA,Mediterranean,Temperate,123.7,94.4,2,10,4,2,1,1,1,0,1,0,1,0,Red Brick,Mansard,Granite,27,10,Casement,Economy,1969,1,Contemporary,11677.28,26.81,6950.0,13900.0,9,1565438.0,540,112.62
USA,Mediterranean,Tropical,141.4,105.0,2,9,5,3,1,1,1,0,0,1,0,0,Wood Frame,Shed,Vinyl,27,17,Single Hung,Premium,2020,0,Traditional,14847.0,34.08,6040.0,12080.0,11,2228950.0,458,184.52
France,Craftsman,Temperate,69.5,102.3,3,10,4,4,2,1,1,1,1,1,1,1,Concrete Block,Mansard,Ceramic Tile,9,11,Casement,Standard,1960,0,Minimalist,7109.849999999999,16.32,4249.0,12747.0,13,1914370.0,549,150.18
UK,Mediterranean,Continental,54.8,117.8,2,10,4,3,1,1,0,1,1,1,1,1,Wood Frame,Hip,Vinyl,29,14,Sliding,Standard,1984,1,Contemporary,6455.44,14.82,3814.0,7628.0,10,1322229.0,367,173.34
USA,Contemporary,Arid,78.3,71.5,1,11,1,3,2,1,1,0,0,1,0,1,Wood Frame,Shed,Vinyl,11,16,Single Hung,Luxury,2016,1,Traditional,5598.45,12.85,3834.0,3834.0,8,1204517.0,212,314.17
UK,Traditional,Tropical,82.5,38.3,2,9,4,2,2,1,1,0,1,1,1,0,Concrete Block,Gable,Ceramic Tile,20,14,Single Hung,Luxury,2000,1,Modern,3159.7499999999995,7.25,2014.0,4028.0,10,1218500.0,229,302.51
UK,Traditional,Temperate,34.8,87.0,2,10,4,2,2,1,1,1,1,1,0,1,Stone,Gable,Vinyl,27,13,Casement,Premium,2020,1,Modern,3027.6,6.95,1311.0,2622.0,11,1098629.0,199,419.0
Canada,Victorian,Tropical,133.4,31.7,1,10,2,3,1,1,1,0,1,1,0,1,Concrete Block,Gable,Laminate,19,12,Double Hung,Premium,1977,1,Minimalist,4228.78,9.71,2007.0,2007.0,8,500582.0,160,249.42
UK,Mediterranean,Continental,149.5,117.5,1,9,2,3,1,1,0,1,1,0,1,0,Red Brick,Hip,Ceramic Tile,11,10,Sliding,Economy,1986,0,Traditional,17566.25,40.33,8611.0,8611.0,8,984363.0,352,114.31
Spain,Craftsman,Continental,140.8,97.1,2,9,3,5,2,1,1,1,1,1,0,0,Wood Frame,Mansard,Ceramic Tile,22,10,Single Hung,Standard,1980,1,Minimalist,13671.68,31.39,5909.0,11818.0,13,1756127.0,447,148.6
Germany,Minimalist,Temperate,133.3,118.3,1,10,5,2,1,1,0,1,0,0,1,0,Wood Frame,Flat,Granite,29,19,Sliding,Economy,2002,1,Minimalist,15769.390000000001,36.2,8684.0,8684.0,10,1029666.0,363,118.57
India,Victorian,Mediterranean,149.1,60.8,1,10,4,3,1,1,0,0,1,1,1,0,Stone,Mansard,Vinyl,11,17,Single Hung,Standard,2000,0,Traditional,9065.279999999999,20.81,5567.0,5567.0,9,323493.0,259,58.11
Germany,Colonial,Tropical,138.9,26.5,2,9,5,3,1,1,1,1,1,1,0,1,Stone,Hip,Marble,22,18,Single Hung,Premium,2021,0,Minimalist,3680.8500000000004,8.45,1930.0,3860.0,12,1502792.0,234,389.32
India,Mediterranean,Tropical,112.6,74.5,3,9,5,4,1,1,1,1,1,1,1,0,AAC Block,Mansard,Hardwood,10,15,Casement,Economy,1964,1,Contemporary,8388.699999999999,19.26,4099.0,12297.0,13,647375.0,503,52.64
Italy,Victorian,Continental,50.0,36.5,1,10,4,4,2,1,1,1,1,1,0,1,Red Brick,Mansard,Hardwood,18,16,Casement,Economy,1982,0,Minimalist,1825.0,4.19,1037.0,1037.0,13,198003.0,142,190.94
USA,Mediterranean,Tropical,48.8,89.6,1,12,3,3,1,1,1,1,1,1,1,1,Concrete Block,Gable,Marble,7,5,Single Hung,Standard,2007,0,Rustic,4372.48,10.04,2360.0,2360.0,10,359995.0,181,152.54
France,Contemporary,Temperate,35.9,72.3,3,10,5,2,1,1,1,1,1,0,1,0,Concrete Block,Shed,Laminate,25,6,Casement,Standard,2009,1,Minimalist,2595.5699999999997,5.96,1782.0,5346.0,11,1104704.0,298,206.64
India,Craftsman,Arid,79.4,96.6,1,11,4,4,1,1,0,1,0,1,0,0,Wood Frame,Hip,Ceramic Tile,23,10,Single Hung,Standard,1975,0,Rustic,7670.04,17.61,5309.0,5309.0,11,217759.0,241,41.02
India,Modern,Continental,127.1,52.7,2,11,4,3,1,1,1,0,1,1,0,0,Red Brick,Mansard,Hardwood,6,14,Double Hung,Standard,1968,0,Traditional,6698.17,15.38,4578.0,9156.0,10,370899.0,383,40.51
Australia,Ranch,Arid,88.8,103.8,2,12,3,5,2,1,1,1,0,1,0,0,Red Brick,Hip,Hardwood,20,11,Single Hung,Luxury,2000,0,Contemporary,9217.439999999999,21.16,5289.0,10578.0,13,3814872.0,417,360.64
France,Craftsman,Tropical,74.0,86.8,1,12,3,5,1,1,1,0,1,0,1,0,Concrete Block,Gable,Laminate,12,12,Double Hung,Standard,1994,0,Rustic,6423.2,14.75,3607.0,3607.0,11,698930.0,202,193.77
USA,Mediterranean,Mediterranean,43.1,118.8,2,9,1,3,2,1,1,1,0,1,0,0,Red Brick,Gable,Granite,26,8,Floor to Ceiling,Standard,1967,1,Modern,5120.28,11.75,2527.0,5054.0,9,761693.0,261,150.71
USA,Colonial,Temperate,36.2,42.0,3,9,4,5,1,1,1,1,1,0,0,0,Concrete Block,Gable,Ceramic Tile,27,7,Sliding,Standard,1969,1,Minimalist,1520.4,3.49,946.0,2838.0,13,433027.0,212,152.58
France,Colonial,Tropical,77.9,29.9,2,10,5,1,2,1,1,1,1,1,0,0,AAC Block,Gable,Hardwood,28,11,Sliding,Luxury,2003,0,Contemporary,2329.21,5.35,1066.0,2132.0,11,956889.0,161,448.82
Australia,Modern,Temperate,42.0,105.8,3,10,2,4,1,1,1,1,0,1,1,0,AAC Block,Gable,Hardwood,19,8,Single Hung,Luxury,1972,1,Rustic,4443.599999999999,10.2,2768.0,8304.0,10,3582384.0,391,431.4
Italy,Cottage,Tropical,42.4,57.2,1,10,5,5,2,1,1,1,0,0,1,1,Red Brick,Gable,Marble,23,16,Single Hung,Standard,2006,0,Minimalist,2425.28,5.57,1511.0,1511.0,15,363047.0,171,240.27
Spain,Colonial,Tropical,77.4,66.0,2,9,2,5,1,1,1,1,1,1,0,0,Concrete Block,Shed,Ceramic Tile,28,11,Casement,Premium,1992,1,Minimalist,5108.400000000001,11.73,3368.0,6736.0,11,1095111.0,302,162.58
Italy,Victorian,Tropical,90.3,112.9,1,12,4,4,1,1,1,1,1,1,0,0,Red Brick,Shed,Laminate,16,12,Floor to Ceiling,Standard,1989,1,Rustic,10194.87,23.4,4274.0,4274.0,12,943703.0,217,220.8
France,Colonial,Continental,52.4,66.9,1,11,2,2,2,1,1,1,1,1,1,0,Concrete Block,Shed,Hardwood,10,15,Floor to Ceiling,Standard,1974,1,Modern,3505.5600000000004,8.05,2113.0,2113.0,9,433404.0,157,205.11
UK,Ranch,Arid,112.2,53.3,1,10,5,5,1,1,1,0,1,0,0,0,Red Brick,Flat,Hardwood,11,7,Single Hung,Premium,1979,1,Rustic,5980.26,13.73,3029.0,3029.0,13,761189.0,177,251.3
